age,job,marital,education,balance,housing,loan,duration,campaign,deposit
53,1,0,0,2452,1,0,1395,1,1
46,4,2,2,2560,1,0,970,1,1
26,4,2,2,1401,1,0,226,1,1
45,9,2,1,833,1,0,884,3,1
31,10,0,0,424,1,0,743,11,1
29,4,2,2,424,1,0,537,11,1
53,2,2,1,486,1,0,1022,4,1
27,1,1,0,839,1,0,1135,1,1
39,4,1,2,2499,1,0,524,1,1
36,7,1,1,2599,1,0,392,0,1
41,1,1,0,567,1,1,657,1,1
36,7,1,0,424,1,0,1015,0,1
32,9,1,1,1114,1,0,810,0,1
35,7,1,1,576,1,0,561,0,1
36,4,2,2,359,1,0,1040,0,1
35,4,1,2,1273,1,0,228,2,1
30,1,2,1,1356,1,0,745,1,1
42,1,1,1,866,1,0,669,4,1
42,9,2,1,17,1,0,553,4,1
32,1,1,0,838,1,0,774,3,1
29,1,2,1,684,1,0,705,13,1
44,4,0,2,146,1,0,430,3,1
32,9,2,1,1626,1,0,1121,2,1
31,10,1,1,510,1,1,951,1,1
40,6,1,1,52,1,1,930,2,1
43,2,1,1,424,0,0,1005,6,1
27,4,2,1,602,1,0,730,1,1
37,7,2,1,702,1,0,1023,2,1
23,7,2,1,848,1,0,765,0,1
25,4,1,0,592,1,0,797,0,1
26,1,2,1,393,1,0,480,1,1
47,1,0,0,550,1,0,1413,1,1
35,0,1,1,352,1,0,1235,6,1
32,9,2,2,3369,1,0,1218,3,1
45,4,0,1,1067,1,0,631,0,1
30,0,0,1,800,1,0,522,14,1
29,7,2,1,225,1,0,576,0,1
38,1,1,0,3321,1,0,970,1,1
23,1,2,1,915,1,0,636,0,1
27,4,2,2,523,1,0,764,1,1
27,4,2,2,61,1,0,523,1,1
29,7,2,1,456,1,0,561,0,1
30,6,1,2,966,1,1,1276,5,1
36,1,1,0,826,1,0,912,0,1
35,0,0,1,860,1,0,901,0,1
36,1,1,1,1974,0,0,206,0,1
59,5,0,0,351,1,0,902,1,1
47,2,1,1,424,0,0,1273,0,1
58,2,1,2,1260,0,0,1105,1,1
37,4,2,2,664,0,0,1085,0,1
46,0,2,1,1257,1,0,506,1,1
43,1,2,1,742,1,0,734,1,1
27,4,2,2,1121,1,0,588,2,1
38,7,0,1,485,0,0,634,0,1
53,3,1,0,528,0,1,699,0,1
47,1,1,1,2117,0,0,758,1,1
56,3,0,0,1593,0,0,1321,0,1
41,3,1,1,1284,0,0,1029,1,1
29,6,1,1,848,1,0,560,14,1
50,9,1,1,839,1,0,492,4,1
45,1,0,0,1253,0,0,999,2,1
35,1,1,1,1266,1,0,878,3,1
26,9,2,1,1062,1,0,707,4,1
26,0,1,1,1128,1,1,1188,1,1
37,1,1,1,1792,0,1,379,1,1
30,0,2,1,647,1,0,856,10,1
38,4,2,2,1042,1,0,458,3,1
37,7,0,1,743,1,0,465,2,1
53,9,1,1,903,0,0,646,1,1
29,1,2,0,637,1,0,1416,2,1
35,4,2,2,492,0,0,1053,0,1
28,1,1,1,2514,1,0,367,1,1
55,1,1,1,3490,0,0,683,2,1
49,4,0,1,383,1,0,1030,9,1
50,7,1,1,1857,0,0,876,0,1
43,4,2,2,1438,0,0,894,0,1
58,6,0,2,1706,0,0,698,0,1
38,9,1,0,641,1,0,489,5,1
48,1,0,0,607,0,0,929,0,1
59,4,1,1,1661,0,0,1427,2,1
58,1,1,1,449,0,0,484,2,1
36,6,2,2,3158,0,0,1097,2,1
42,2,1,2,3249,0,0,872,2,1
41,0,2,1,1224,0,1,581,3,1
42,0,1,1,529,0,0,1113,3,1
39,4,1,2,281,0,1,886,7,1
57,3,1,0,1048,0,1,861,0,1
52,5,1,1,717,0,0,704,0,1
59,5,1,1,1427,0,0,1138,0,1
56,1,1,1,1568,0,0,925,0,1
49,4,1,2,488,0,0,584,0,1
35,1,0,1,588,0,0,953,1,1
36,10,1,1,1971,0,0,593,1,1
40,0,2,2,1601,0,0,1193,1,1
55,1,1,1,424,0,0,612,1,1
58,0,1,1,1237,0,0,879,0,1
39,6,1,2,2439,0,0,649,4,1
47,3,2,2,2869,0,0,977,5,1
40,4,1,1,829,1,0,575,1,1
35,1,1,2,2610,0,0,1100,5,1
48,1,1,1,1397,1,0,1184,1,1
48,4,0,2,926,0,1,1170,6,1
24,1,2,1,269,1,0,463,2,1
49,1,1,0,784,1,0,511,1,1
36,1,1,1,698,1,0,684,10,1
52,5,0,2,2854,1,1,739,3,1
42,2,2,1,747,0,0,615,0,1
36,7,1,1,1381,0,0,1061,0,1
36,1,0,1,1061,1,0,1250,1,1
48,10,2,2,2697,0,0,1057,0,1
51,4,2,1,1868,1,0,1173,2,1
51,1,1,1,457,0,1,719,2,1
46,9,1,1,959,1,0,748,1,1
37,4,1,2,424,0,0,635,5,1
36,2,1,2,2630,0,0,1418,3,1
47,4,1,1,2556,0,0,554,0,1
40,9,0,2,424,0,0,520,0,1
38,8,2,2,2730,0,0,1224,2,1
40,4,1,1,530,0,0,674,1,1
39,1,1,0,2267,1,0,772,2,1
60,4,1,2,2724,0,0,1415,2,1
39,6,2,2,849,0,0,1008,0,1
51,7,0,1,433,0,0,369,1,1
27,0,1,1,344,1,0,1307,1,1
41,4,2,2,3659,0,0,1312,0,1
42,1,2,0,3173,0,0,959,0,1
41,2,1,1,1125,0,0,705,0,1
33,9,1,1,428,1,1,623,1,1
46,0,1,1,550,0,0,1177,0,1
31,1,1,1,1090,1,0,702,3,1
41,1,1,0,643,0,1,1326,2,1
41,1,0,1,2833,0,0,1095,3,1
55,5,0,1,1845,0,1,989,0,1
53,9,1,1,1659,0,0,1207,2,1
55,3,1,0,2194,0,0,914,1,1
39,7,1,1,2537,1,0,583,0,1
40,2,1,2,424,0,0,940,3,1
59,5,1,0,1494,0,0,829,0,1
42,1,2,1,1048,0,0,649,2,1
41,1,1,0,670,0,0,681,2,1
27,1,1,1,485,1,0,994,0,1
25,1,2,1,280,1,0,946,6,1
43,10,1,0,942,0,0,959,1,1
44,7,1,1,945,0,1,903,0,1
26,1,2,1,383,1,0,380,6,1
52,5,1,2,2251,0,0,1149,0,1
54,7,1,1,809,0,1,833,0,1
56,4,1,2,424,0,1,420,0,1
57,4,1,2,3590,0,1,1066,1,1
29,1,2,1,1312,1,0,1349,0,1
47,9,1,2,1921,0,1,558,2,1
57,4,1,2,348,1,1,1339,0,1
40,1,1,1,612,1,1,568,1,1
46,7,0,1,424,0,0,1003,2,1
43,1,2,1,1156,1,0,583,1,1
45,4,1,2,1076,0,0,691,2,1
24,4,1,1,1273,1,0,544,9,1
40,1,1,1,1406,1,1,1015,4,1
38,7,0,1,3374,0,0,1257,1,1
36,10,1,2,2990,0,0,973,3,1
27,1,2,1,402,0,0,496,1,1
26,0,2,0,327,1,0,668,2,1
43,4,1,2,573,1,0,660,1,1
25,1,2,0,476,1,0,526,1,1
27,1,1,2,759,1,0,517,2,1
30,9,1,2,949,1,1,675,2,1
28,0,2,1,418,0,1,1424,1,1
27,1,1,0,144,0,1,420,5,1
32,0,0,1,245,0,1,850,1,1
41,1,2,1,499,1,0,477,8,1
37,9,2,2,424,0,0,1095,1,1
27,9,2,1,582,0,0,648,1,1
29,7,2,1,508,0,1,585,2,1
33,7,1,1,538,0,1,674,0,1
36,9,1,0,424,0,0,582,0,1
28,1,2,1,322,1,0,1022,2,1
55,1,1,1,473,1,0,492,3,1
51,9,1,1,640,0,0,613,1,1
39,9,2,1,929,1,0,716,1,1
42,1,0,0,637,1,0,432,2,1
33,7,2,1,594,0,0,778,0,1
36,2,0,2,1190,0,1,720,2,1
45,9,1,1,1284,0,0,619,1,1
37,6,1,1,1886,0,0,627,1,1
46,10,1,1,1330,0,0,383,4,1
32,6,2,2,2400,0,0,882,0,1
28,9,2,1,1313,0,1,530,0,1
45,0,0,1,292,0,1,572,0,1
41,1,2,1,1468,1,1,597,0,1
59,1,0,0,1614,0,1,843,0,1
47,9,2,1,247,1,1,959,2,1
31,1,2,1,1142,0,0,717,1,1
31,4,2,2,720,0,1,507,3,1
33,2,1,1,73,1,1,738,0,1
52,2,1,2,121,0,0,532,0,1
26,6,2,1,974,0,0,529,0,1
25,9,2,1,424,0,1,632,0,1
25,1,1,1,525,0,1,458,2,1
28,1,2,1,940,0,1,679,0,1
33,2,0,2,461,0,1,1050,0,1
45,4,0,2,1261,0,1,728,0,1
36,7,1,1,454,0,1,714,4,1
26,1,2,1,505,0,1,799,1,1
38,9,1,1,424,0,0,633,0,1
56,1,2,1,1083,0,1,814,2,1
26,0,2,1,526,0,1,656,1,1
26,9,1,1,793,0,1,1036,3,1
25,1,2,1,613,0,1,685,1,1
26,10,2,1,535,0,0,535,0,1
40,1,1,0,1085,1,0,777,0,1
37,0,1,0,638,1,0,643,0,1
43,1,2,0,424,0,0,1169,0,1
41,7,0,2,1848,1,0,660,0,1
49,1,1,1,424,0,1,623,0,1
29,0,0,2,424,0,1,424,2,1
39,7,0,1,1105,1,0,863,0,1
38,4,1,2,751,1,1,554,4,1
26,9,1,1,329,0,1,357,4,1
32,4,1,2,1208,1,1,996,0,1
33,1,1,0,280,1,1,1193,3,1
31,4,2,2,832,0,1,562,4,1
49,1,1,0,427,0,1,1270,5,1
27,10,2,0,433,0,1,911,1,1
30,1,2,1,579,1,1,1266,2,1
35,1,1,1,1668,0,0,894,0,1
26,1,2,1,400,1,0,981,3,1
45,2,1,1,2660,1,1,800,0,1
34,0,1,1,396,1,1,949,0,1
28,0,2,1,296,0,1,718,1,1
25,1,2,1,1598,0,1,1220,6,1
30,1,2,1,1860,1,0,632,0,1
30,7,1,1,429,0,1,824,4,1
47,7,1,1,790,1,0,474,3,1
57,0,0,1,1079,0,0,722,0,1
38,4,1,2,1939,1,0,498,0,1
54,9,1,1,199,0,1,1400,0,1
25,1,2,0,2360,0,0,1297,2,1
30,1,1,1,424,1,1,1252,0,1
26,4,2,2,469,0,0,1132,2,1
31,8,1,0,470,1,0,485,0,1
29,1,2,1,905,0,1,1065,2,1
49,1,1,1,2870,1,0,1035,1,1
60,5,0,1,1480,0,0,761,1,1
60,4,1,2,2227,1,0,1082,1,1
29,4,2,2,1383,1,0,951,1,1
55,4,0,1,628,1,0,1392,1,1
44,0,1,1,1458,1,0,903,1,1
47,9,1,1,2783,1,0,847,1,1
35,0,1,1,269,1,0,1345,1,1
35,2,1,1,2337,0,1,1251,2,1
38,9,1,1,1376,1,0,763,2,1
34,2,1,2,570,1,0,784,1,1
50,9,1,1,580,0,1,1091,2,1
43,0,1,2,613,1,0,1037,3,1
44,0,0,1,587,1,0,1351,1,1
51,7,0,1,666,0,1,1218,3,1
31,9,1,1,1539,1,0,442,2,1
39,9,1,2,424,1,0,887,6,1
59,4,1,2,720,0,1,801,2,1
25,7,2,1,757,0,1,1031,1,1
58,4,1,2,2911,1,0,810,3,1
30,2,1,0,2470,1,0,803,2,1
34,1,2,0,335,1,0,854,3,1
51,7,0,1,489,0,1,875,0,1
60,5,1,1,1020,0,0,967,0,1
51,2,1,1,45,0,1,984,2,1
37,4,0,2,1975,0,0,512,4,1
30,1,2,0,424,0,0,714,2,1
46,2,0,1,86,0,1,766,3,1
29,8,2,2,429,0,0,882,4,1
27,2,1,2,563,0,0,446,4,1
28,4,2,2,424,1,0,764,4,1
34,1,2,1,1262,1,0,576,0,1
29,1,2,1,1112,1,1,1373,3,1
27,4,2,2,575,1,0,494,0,1
26,9,2,1,778,0,0,584,0,1
36,4,1,2,1092,1,0,687,0,1
44,1,1,0,1614,1,0,553,0,1
39,1,1,2,1020,0,0,684,5,1
30,9,1,1,155,1,1,433,0,1
31,10,0,2,680,1,0,867,1,1
56,1,1,0,424,1,0,1154,0,1
29,1,1,1,2544,1,0,973,0,1
43,1,1,1,608,0,1,1000,10,1
32,1,1,1,2060,1,0,707,1,1
30,0,2,1,393,0,0,559,8,1
40,1,1,1,38,1,1,999,1,1
42,7,1,1,2782,1,1,1018,1,1
27,8,1,1,543,1,0,777,1,1
35,4,1,2,460,0,1,1346,4,1
35,3,1,0,537,1,0,915,1,1
32,1,2,1,542,1,0,1187,0,1
39,9,1,1,675,1,0,340,1,1
31,1,0,1,220,1,0,990,1,1
26,7,2,1,282,0,1,536,1,1
42,4,1,2,428,1,0,791,0,1
27,7,2,1,2007,1,0,1006,0,1
33,6,0,1,2059,1,0,1329,1,1
51,1,1,0,625,1,0,580,1,1
33,0,1,1,424,1,0,1275,6,1
30,9,2,2,602,0,0,654,2,1
52,3,1,0,2894,1,0,1147,0,1
42,1,0,0,725,1,0,1123,1,1
31,4,0,2,718,1,0,534,4,1
27,7,1,1,424,1,0,975,4,1
44,1,2,1,716,0,1,1109,3,1
40,2,0,1,2609,1,0,621,2,1
46,3,0,0,2161,1,0,1049,1,1
32,7,0,1,877,1,0,964,0,1
56,9,0,1,603,0,0,534,0,1
33,1,1,1,1082,1,0,954,0,1
33,1,1,1,513,1,0,276,1,1
32,6,1,0,526,1,0,558,0,1
41,1,0,0,562,1,0,638,2,1
31,0,2,1,1045,0,0,418,0,1
30,0,0,1,434,1,0,656,1,1
34,0,0,1,236,0,0,639,0,1
43,2,1,1,528,1,0,633,2,1
28,1,1,1,597,0,0,586,6,1
32,0,0,1,383,0,1,1240,3,1
31,1,0,1,424,1,1,905,3,1
35,2,2,2,569,1,0,795,1,1
31,4,1,2,749,1,0,1099,1,1
25,7,2,1,2272,0,1,1072,1,1
56,5,0,2,582,0,1,848,0,1
47,9,1,1,2108,1,0,911,1,1
39,4,1,2,1734,1,0,731,2,1
51,4,1,2,2344,1,0,551,0,1
54,9,0,1,1265,0,1,708,0,1
58,5,1,1,3586,0,0,884,3,1
42,10,1,1,1370,1,0,689,9,1
56,7,1,0,909,0,1,1383,0,1
55,3,1,1,551,1,0,1091,7,1
26,1,2,0,832,1,0,575,1,1
40,0,2,1,1084,0,0,1221,1,1
26,9,2,1,647,0,1,985,2,1
35,4,2,2,195,0,1,971,10,1
34,7,2,1,399,0,0,1233,2,1
41,4,2,2,1605,0,0,1094,4,1
44,4,1,0,3140,1,0,710,5,1
33,4,2,2,454,1,0,1046,0,1
36,4,0,2,505,0,1,558,0,1
38,9,1,1,424,1,0,1315,0,1
35,9,1,2,752,1,0,652,1,1
41,9,2,2,569,0,0,1376,1,1
41,4,0,1,888,1,0,1302,0,1
28,1,1,1,1166,1,0,596,4,1
26,7,1,1,165,1,1,1165,6,1
39,1,2,1,424,0,0,858,3,1
25,0,1,1,773,1,0,1016,7,1
37,0,1,1,1490,1,0,798,10,1
25,4,1,1,2232,1,0,751,0,1
46,4,0,2,2204,1,0,864,0,1
25,1,2,1,239,1,0,631,0,1
28,9,2,2,326,0,1,688,0,1
33,7,0,1,468,0,1,527,0,1
32,4,2,1,555,1,1,1108,1,1
32,1,1,1,899,1,0,944,8,1
47,9,2,1,1481,1,0,945,2,1
50,2,1,2,297,1,0,1211,1,1
27,9,1,1,156,1,0,226,1,1
45,0,1,1,947,1,0,803,0,1
51,0,2,1,1299,0,0,636,1,1
36,0,1,1,636,1,1,1140,5,1
51,6,1,1,519,1,0,1202,3,1
33,7,2,2,818,1,0,1232,5,1
59,9,1,1,559,1,1,414,3,1
38,2,1,2,424,0,0,530,1,1
40,7,1,1,894,1,0,428,3,1
51,1,1,0,1026,1,0,847,1,1
41,2,2,1,1083,0,0,1143,0,1
38,2,1,1,1016,1,1,1290,23,1
31,4,1,2,1582,1,1,1272,1,1
28,0,2,1,426,1,0,452,0,1
41,1,1,1,1137,0,1,649,0,1
33,4,0,2,1388,1,0,1295,1,1
25,8,2,1,1958,1,0,896,0,1
45,0,0,1,483,1,0,867,7,1
31,1,1,0,457,1,0,894,1,1
28,7,2,1,764,1,0,816,1,1
49,9,0,1,729,0,0,365,1,1
25,7,1,1,424,1,0,456,8,1
28,10,2,2,920,1,0,1334,5,1
54,5,1,1,1698,0,0,1296,1,1
28,9,2,2,1882,1,0,1262,1,1
27,9,2,2,795,1,1,726,1,1
49,1,2,0,989,1,0,965,1,1
53,1,1,0,767,1,0,614,4,1
26,9,2,1,1344,0,1,780,0,1
37,7,1,1,1189,0,1,983,0,1
34,1,2,1,1965,0,1,693,0,1
51,5,1,0,1783,0,0,1387,3,1
39,3,1,1,1752,0,0,360,7,1
35,9,2,2,893,1,0,741,12,1
51,10,1,0,1530,1,0,1396,0,1
30,4,2,2,426,1,1,1010,7,1
42,1,2,0,1882,1,0,588,7,1
54,4,1,1,1507,1,0,1214,2,1
51,1,1,0,424,1,1,935,2,1
57,5,0,0,487,0,1,1275,16,1
30,4,1,2,1579,1,0,277,3,1
37,1,2,1,3190,0,1,659,3,1
39,9,1,1,3649,1,0,1238,8,1
35,9,1,2,1883,0,0,651,3,1
48,4,1,1,692,1,0,456,6,1
31,4,1,2,424,1,1,662,7,1
35,6,1,1,3285,1,0,697,2,1
48,3,1,1,936,0,1,928,2,1
53,3,1,0,785,0,0,1119,1,1
27,9,2,1,2930,0,0,832,2,1
55,9,1,1,2920,1,0,594,3,1
40,7,1,1,896,1,0,381,2,1
40,6,2,2,1873,0,0,991,6,1
38,1,0,1,2004,1,0,1064,3,1
54,5,2,1,553,0,1,861,1,1
54,9,1,1,2076,0,1,549,2,1
50,0,2,1,557,0,0,883,3,1
48,4,0,2,2248,0,0,868,1,1
41,7,1,1,1818,0,0,708,1,1
51,1,0,0,429,0,0,598,1,1
42,9,2,2,2436,0,0,1414,1,1
58,5,0,1,1464,1,0,1033,1,1
47,10,1,1,736,0,0,878,0,1
58,0,1,1,569,1,0,614,12,1
41,1,1,1,281,0,1,803,2,1
50,0,1,1,2465,0,0,993,5,1
46,3,1,1,695,1,0,995,28,1
44,1,1,1,424,0,0,682,1,1
36,7,1,1,424,0,0,837,1,1
58,4,0,1,2675,0,0,540,1,1
44,10,2,0,420,0,1,784,1,1
49,2,0,1,62,1,0,973,1,1
55,4,1,2,167,0,0,809,1,1
52,10,1,0,1360,0,0,692,1,1
60,5,0,1,1473,0,0,439,4,1
41,7,1,1,423,0,1,1120,3,1
36,4,1,2,520,0,0,727,3,1
41,1,0,0,424,0,0,507,1,1
50,2,1,2,654,0,0,1057,3,1
44,3,1,0,305,0,1,1150,1,1
54,9,1,1,538,0,0,456,2,1
35,4,1,2,121,1,0,538,7,1
59,5,0,1,1097,0,0,758,3,1
42,2,1,1,630,1,0,693,1,1
27,4,2,2,425,1,0,761,3,1
59,3,0,0,2379,0,0,673,2,1
43,0,1,1,801,0,0,778,7,1
39,9,2,1,814,0,1,950,3,1
33,10,1,1,311,0,0,479,2,1
36,6,2,2,1595,0,0,807,2,1
35,1,0,0,1989,1,0,628,5,1
50,1,1,1,2258,1,0,1056,16,1
55,9,1,1,688,1,1,1106,4,1
51,10,0,2,424,0,0,572,1,1
48,2,1,2,156,0,0,723,3,1
55,3,0,0,501,0,0,461,5,1
30,7,1,1,472,1,0,660,12,1
53,1,1,0,676,0,0,725,3,1
40,1,1,1,2089,0,0,1074,1,1
44,9,1,0,1170,0,1,824,3,1
49,4,0,2,1170,0,0,1151,3,1
40,0,1,1,765,0,0,1101,4,1
58,10,1,0,1547,0,0,1362,4,1
49,7,1,1,811,0,0,1011,3,1
38,9,1,1,2066,0,0,840,0,1
51,3,0,2,1871,0,0,864,0,1
36,4,0,2,424,0,0,1117,0,1
55,5,1,1,424,0,0,1076,0,1
43,9,1,2,424,0,0,1292,1,1
60,4,0,1,424,0,0,601,2,1
57,5,1,1,889,0,0,639,1,1
41,9,1,2,938,0,0,832,1,1
50,9,1,2,2274,0,0,551,0,1
53,1,1,1,417,0,0,790,0,1
59,5,1,0,1887,1,1,831,0,1
59,3,1,0,524,0,0,1094,0,1
52,4,1,1,3254,0,0,605,2,1
58,4,0,2,1609,0,0,1311,0,1
59,5,1,0,2759,1,0,513,2,1
49,9,2,1,1702,0,0,925,0,1
